ID,Age,Overall,Potential,Value,Wage,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,Release.Clause,Preferred.Foot,Work.Rate,Position,International.Reputation
165889,32,67,67,€600K,€3K,6'0,165lbs,68,68,68,67,68,68,68,67,68,68,68,66,64,64,64,66,54,54,54,54,54,52,51,51,51,52,58,66,64,66,67,66,75,74,66,66,66,66,71,65,67,71,81,52,68,66,55,34,66,69,81,68,32,34,44,€750K,Right,HighMedium,LS,2
235521,20,67,75,€1.1M,€2K,6'0,165lbs,66,66,66,68,68,68,68,68,69,69,69,68,68,68,68,68,65,65,65,65,65,63,61,61,61,63,59,70,57,67,49,73,59,47,67,72,66,63,72,63,77,58,56,64,57,70,48,63,59,62,49,54,59,62,55,€2M,Right,MediumMedium,CM,1
186881,29,67,67,€600K,€4K,6'0,168lbs,62,62,62,63,63,63,63,63,64,64,64,64,65,65,65,64,66,68,68,68,66,66,67,67,67,66,52,55,45,64,56,61,58,46,62,63,67,67,76,61,67,70,74,83,72,67,84,65,59,63,47,63,68,64,65,€870K,Right,MediumMedium,RCM,1
202754,28,67,67,€600K,€3K,5'11,159lbs,54,54,54,58,56,56,56,58,58,58,58,60,61,61,61,60,67,65,65,65,67,67,66,66,66,67,67,36,50,59,59,56,48,53,58,59,66,67,66,64,69,65,71,78,63,52,65,63,39,60,64,63,67,70,67,€810K,Right,HighMedium,RM,1
207618,28,67,69,€725K,€2K,6'2,185lbs,44,44,44,41,42,42,42,41,43,43,43,44,48,48,48,44,55,61,61,61,55,58,67,67,67,58,29,27,64,47,31,35,22,30,49,47,51,55,45,63,54,35,51,51,79,25,79,69,23,42,35,51,67,66,62,€961K,Right,MediumMedium,LCB,1
216834,27,67,68,€725K,€3K,5'11,157lbs,62,62,62,64,64,64,64,64,66,66,66,65,67,67,67,65,64,67,67,67,64,64,65,65,65,64,46,48,56,70,47,64,69,73,67,66,65,76,75,63,74,59,60,71,72,52,66,64,60,68,58,61,58,65,58,€1.3M,Right,MediumMedium,CDM,1
233730,22,67,72,€1M,€11K,6'0,181lbs,68,68,68,65,66,66,66,65,62,62,62,64,56,56,56,64,55,49,49,49,55,53,51,51,51,53,59,63,64,53,51,67,51,49,42,60,76,87,64,65,60,73,73,67,83,59,52,35,66,51,61,62,30,36,36,€2M,Left,HighLow,ST,1
238594,26,67,70,€925K,€4K,5'9,163lbs,63,63,63,66,65,65,65,66,67,67,67,67,68,68,68,67,65,65,65,65,65,64,61,61,61,64,67,59,52,70,53,60,68,73,69,65,64,67,82,67,80,65,62,73,56,71,57,60,58,70,62,63,65,58,51,€1.5M,Right,HighMedium,CM,1
189186,28,67,67,€775K,€4K,5'11,154lbs,63,63,63,66,65,65,65,66,68,68,68,66,66,66,66,66,59,61,61,61,59,58,57,57,57,58,61,58,61,72,45,67,53,58,67,67,59,60,77,59,73,56,70,65,57,56,65,47,65,70,59,66,52,49,45,€1.4M,Right,MediumMedium,LCM,1
137987,33,67,67,€300K,€4K,6'3,183lbs,51,51,51,44,47,47,47,44,48,48,48,44,53,53,53,44,54,62,62,62,54,57,68,68,68,57,37,38,71,56,39,39,49,59,57,49,32,33,30,58,29,74,33,33,80,61,71,70,30,49,57,68,72,67,63,€450K,Right,LowMedium,CB,1
214019,26,67,69,€750K,€1K,5'10,154lbs,57,57,57,61,60,60,60,61,62,62,62,63,65,65,65,63,67,69,69,69,67,67,67,67,67,67,57,43,60,70,32,58,47,48,68,68,67,65,63,67,65,49,70,75,70,55,58,65,44,56,49,53,73,67,58,€1.1M,Right,MediumMedium,RB,1
212228,22,67,77,€1.2M,€4K,5'10,154lbs,67,67,67,64,65,65,65,64,63,63,63,63,59,59,59,63,56,55,55,55,56,55,54,54,54,55,42,67,66,61,59,63,41,38,53,65,78,76,83,62,60,65,88,72,69,54,75,50,64,43,62,54,20,46,41,€2.4M,Right,HighMedium,LS,1
238084,24,67,71,€1M,€3K,6'0,170lbs,66,66,66,68,67,67,67,68,66,66,66,68,64,64,64,68,65,61,61,61,65,64,59,59,59,64,64,66,54,65,38,68,46,40,53,68,74,73,70,65,58,61,56,70,62,58,58,59,67,57,38,64,31,64,62,€1.3M,Left,MediumHigh,LW,1
243716,21,67,76,€1.2M,€3K,5'11,154lbs,67,67,67,69,68,68,68,69,66,66,66,67,59,59,59,67,53,48,48,48,53,51,43,43,43,51,58,68,50,58,56,73,67,43,52,70,84,84,79,52,63,72,46,67,58,63,55,24,63,54,67,54,28,32,35,€2M,Left,HighMedium,RW,1
188164,26,67,68,€900K,€6K,5'9,163lbs,66,66,66,67,67,67,67,67,68,68,68,66,64,64,64,66,54,55,55,55,54,52,51,51,51,52,63,65,51,68,66,64,60,72,66,68,62,64,70,56,80,72,62,51,72,69,61,40,67,69,58,64,35,40,35,€1.6M,Right,HighMedium,CAM,1
190724,27,67,67,€825K,€3K,6'1,190lbs,68,68,68,65,66,66,66,65,64,64,64,66,59,59,59,66,51,48,48,48,51,47,43,43,43,47,54,64,63,62,60,63,42,46,49,65,74,77,58,67,61,72,75,82,77,50,74,35,66,57,62,62,14,12,13,€1.2M,Right,HighMedium,LS,1
208645,24,67,74,€925K,€5K,5'10,183lbs,50,50,50,53,51,51,51,53,54,54,54,56,58,58,58,56,64,64,64,64,64,65,67,67,67,65,56,25,62,63,30,53,46,54,61,54,64,70,62,55,68,51,90,79,80,46,65,61,33,53,39,58,65,66,64,€1.8M,Left,MediumHigh,CB,1
212997,23,67,72,€1M,€9K,5'10,161lbs,63,63,63,67,67,67,67,67,68,68,68,67,68,68,68,67,66,67,67,67,66,66,64,64,64,66,55,51,51,70,53,68,70,59,66,67,74,72,76,65,79,69,64,68,57,64,68,65,62,67,49,60,61,65,61,€1.7M,Right,MediumMedium,CM,1
199686,29,67,67,€600K,€1K,5'9,163lbs,53,53,53,58,58,58,58,58,62,62,62,60,65,65,65,60,63,67,67,67,63,62,63,63,63,62,45,33,44,68,36,52,53,51,66,65,62,56,64,72,71,43,71,69,62,48,70,68,52,70,49,74,69,56,54,€810K,Right,LowMedium,CDM,1
207622,26,67,71,€825K,€2K,6'4,198lbs,54,54,54,50,51,51,51,50,51,51,51,53,57,57,57,53,62,65,65,65,62,62,68,68,68,62,56,33,63,60,32,52,67,71,64,55,48,49,40,63,32,78,71,66,92,56,65,68,28,42,54,57,66,62,61,€1.1M,Right,MediumMedium,RCB,1
224774,24,67,74,€925K,€7K,6'0,170lbs,47,47,47,45,45,45,45,45,46,46,46,47,50,50,50,47,59,62,62,62,59,61,68,68,68,61,27,24,64,61,33,41,29,28,52,42,69,69,65,64,60,46,74,65,74,27,78,62,25,31,45,52,68,68,62,€2M,Right,LowMedium,CB,1
227847,24,67,71,€0,€0,6'3,185lbs,52,52,52,51,52,52,52,51,53,53,53,53,57,57,57,53,61,65,65,65,61,62,68,68,68,62,34,29,65,64,32,49,44,22,60,58,64,66,47,60,60,54,79,70,84,51,75,64,31,45,40,55,64,64,59,,Right,MediumHigh,RCB,1
169479,30,67,67,€575K,€4K,6'2,190lbs,60,60,60,59,60,60,60,59,60,60,60,60,64,64,64,60,64,68,68,68,64,64,69,69,69,64,53,47,67,66,36,61,48,59,63,64,51,51,55,63,67,66,70,72,83,52,82,65,53,56,47,67,64,66,64,€719K,Right,MediumHigh,CDM,1
192007,25,67,71,€1M,€9K,6'0,176lbs,68,68,68,64,66,66,66,64,64,64,64,63,57,57,57,63,48,47,47,47,48,46,45,45,45,46,51,67,72,59,65,62,64,44,43,65,69,69,68,67,49,64,71,57,74,55,72,31,66,58,62,58,18,17,20,€1.8M,Right,HighMedium,ST,1
229128,24,67,69,€950K,€1K,5'7,146lbs,64,64,64,68,66,66,66,68,66,66,66,67,61,61,61,67,59,56,56,56,59,57,51,51,51,57,74,69,49,69,55,64,55,54,52,63,76,73,69,62,78,60,69,58,49,50,58,53,67,59,46,59,50,38,30,€2.1M,Right,MediumMedium,LW,1
229384,30,67,67,€575K,€5K,6'1,174lbs,61,61,61,61,60,60,60,61,59,59,59,62,62,62,62,62,67,66,66,66,67,67,68,68,68,67,68,50,59,63,30,56,69,67,68,62,70,71,59,60,61,72,78,70,74,65,78,67,52,43,62,59,62,66,64,€891K,Right,HighMedium,CB,1
243976,23,67,73,€900K,€3K,6'4,176lbs,48,48,48,47,47,47,47,47,48,48,48,49,52,52,52,49,61,62,62,62,61,64,68,68,68,64,39,24,70,52,29,35,40,31,44,57,64,63,53,63,54,47,70,70,70,32,63,65,33,44,44,50,66,71,67,€1.6M,Right,LowHigh,RCB,1
228873,26,67,67,€825K,€2K,5'9,154lbs,60,60,60,68,65,65,65,68,65,65,65,67,57,57,57,67,53,46,46,46,53,48,39,39,39,48,65,61,23,58,56,69,61,34,44,68,84,90,84,62,82,45,74,67,52,48,56,21,62,58,50,56,36,19,22,€1M,Right,MediumMedium,LW,1
229129,30,67,67,€725K,€1K,5'6,141lbs,65,65,65,69,68,68,68,69,67,67,67,68,63,63,63,68,58,56,56,56,58,56,51,51,51,56,68,70,32,70,55,68,54,46,68,70,73,71,56,60,78,65,59,52,63,67,46,31,68,50,66,65,49,51,45,€1.6M,Right,HighMedium,LW,1
172041,31,67,67,€675K,€3K,5'10,161lbs,64,64,64,68,67,67,67,68,67,67,67,68,63,63,63,68,60,56,56,56,60,58,50,50,50,58,64,62,39,66,63,64,59,65,58,65,80,76,79,62,75,66,61,72,63,54,38,47,67,65,43,67,45,41,44,€844K,Right,MediumMedium,LM,1
204042,24,67,74,€925K,€2K,6'1,172lbs,47,47,47,46,45,45,45,46,45,45,45,48,49,49,49,48,61,61,61,61,61,63,67,67,67,63,40,30,60,49,24,45,22,22,38,53,52,58,53,63,63,35,67,76,76,23,72,66,35,29,24,58,67,69,67,€1.6M,Left,MediumMedium,CB,1
215818,22,67,76,€1.2M,€16K,5'7,134lbs,62,62,62,69,67,67,67,69,70,70,70,69,68,68,68,69,63,62,62,62,63,61,54,54,54,61,65,62,52,74,59,74,62,56,70,73,67,55,89,56,86,60,45,63,30,51,46,51,64,66,55,70,57,57,54,,Right,HighMedium,CM,1
217610,26,67,67,€650K,€2K,5'8,181lbs,55,55,55,58,56,56,56,58,56,56,56,61,58,58,58,61,68,66,66,66,68,67,66,66,66,67,67,27,36,64,29,55,64,65,58,63,75,78,76,65,84,75,71,67,75,33,66,69,50,38,35,62,63,68,63,€1.4M,Left,MediumMedium,LB,1
233226,24,67,72,€875K,€3K,5'11,170lbs,50,50,50,48,47,47,47,48,47,47,47,49,50,50,50,49,60,61,61,61,60,62,67,67,67,62,32,23,68,59,38,48,35,30,46,52,70,73,62,60,58,56,81,70,77,46,71,63,21,25,35,58,65,65,58,€1.2M,Right,MediumHigh,RCB,1
173834,29,67,67,€575K,€7K,5'11,163lbs,58,58,58,60,58,58,58,60,60,60,60,62,63,63,63,62,68,66,66,66,68,68,66,66,66,68,70,43,59,64,49,57,67,59,64,63,61,67,74,63,75,59,74,78,63,56,59,66,49,52,61,64,70,66,64,€1M,Right,HighMedium,RB,1
189962,30,67,67,€575K,€6K,6'0,172lbs,50,50,50,51,51,51,51,51,52,52,52,56,57,57,57,56,66,66,66,66,66,67,68,68,68,67,46,27,49,64,22,49,50,36,55,45,71,74,56,63,63,59,73,85,77,21,65,66,37,54,39,49,68,74,67,€1.2M,Right,MediumHigh,CB,1
206603,28,67,67,€600K,€3K,5'7,150lbs,54,54,54,59,57,57,57,59,59,59,59,62,61,61,61,62,67,66,66,66,67,67,66,66,66,67,55,36,54,65,44,60,59,48,58,60,75,70,76,60,74,49,77,80,45,31,81,67,55,50,58,50,69,67,64,€900K,Right,MediumHigh,RB,1
183819,27,67,67,€625K,€3K,6'0,198lbs,58,58,58,61,60,60,60,61,61,61,61,62,64,64,64,62,68,68,68,68,68,68,69,69,69,68,70,32,59,65,49,63,69,49,59,61,54,60,60,66,59,70,71,76,78,67,70,70,54,62,39,62,68,67,66,€938K,Right,MediumMedium,RB,1
187915,30,67,67,€725K,€11K,6'4,194lbs,68,68,68,57,62,62,62,57,59,59,59,56,57,57,57,56,41,47,47,47,41,40,46,46,46,40,33,69,76,60,69,58,66,70,54,65,39,36,34,59,32,74,42,50,90,67,54,21,70,47,69,68,24,34,15,€1.3M,Right,LowLow,ST,1
194059,26,67,67,€800K,€3K,5'9,150lbs,62,62,62,66,66,66,66,66,68,68,68,65,67,67,67,65,63,65,65,65,63,63,62,62,62,63,56,62,49,72,42,67,48,40,67,70,65,60,77,55,74,57,76,51,59,65,58,64,61,68,65,62,52,68,63,€1.1M,Right,MediumMedium,LDM,1
204044,24,67,71,€1M,€2K,5'10,165lbs,66,66,66,68,68,68,68,68,68,68,68,68,63,63,63,68,53,51,51,51,53,50,45,45,45,50,58,65,48,67,56,70,71,73,60,68,73,75,78,66,71,78,74,63,57,66,51,23,59,66,58,61,45,23,27,€1.5M,Right,MediumMedium,RCM,1
231948,23,67,73,€900K,€4K,6'1,170lbs,55,55,55,55,55,55,55,55,56,56,56,57,59,59,59,57,63,65,65,65,63,64,67,67,67,64,44,37,64,62,31,51,48,35,58,60,67,71,64,60,62,63,74,71,72,49,70,63,39,50,42,64,69,65,63,€1.5M,Right,HighMedium,LCB,1
233484,19,67,77,€1M,€1K,5'9,163lbs,58,58,58,60,59,59,59,60,61,61,61,62,63,63,63,62,66,67,67,67,66,66,66,66,66,66,47,46,50,67,48,58,55,47,62,63,71,72,67,58,73,58,62,79,66,45,73,67,51,56,53,63,68,68,61,€2M,Right,MediumHigh,LCM,1
212493,22,67,73,€1M,€14K,6'0,154lbs,64,64,64,69,67,67,67,69,67,67,67,68,60,60,60,68,52,47,47,47,52,48,39,39,39,48,64,62,41,62,59,75,63,70,56,71,79,79,81,56,74,65,56,54,54,64,32,32,57,63,68,56,28,23,22,€2.2M,Right,MediumLow,LM,1
221197,21,67,75,€1.1M,€4K,6'1,176lbs,67,67,67,69,68,68,68,69,67,67,67,69,63,63,63,69,59,57,57,57,59,57,54,54,54,57,63,64,58,64,41,68,52,34,61,68,85,86,79,57,65,62,63,67,78,56,57,45,64,63,60,65,40,42,38,,Right,MediumMedium,LM,1
244749,22,67,75,€975K,€4K,6'2,168lbs,56,56,56,54,56,56,56,54,56,56,56,56,60,60,60,56,63,66,66,66,63,64,68,68,68,64,41,34,68,66,38,56,43,41,59,66,51,63,49,64,52,62,66,64,71,46,68,66,39,47,48,65,63,66,66,€2.1M,Left,MediumMedium,CB,1
184845,30,67,67,€725K,€3K,6'1,196lbs,67,67,67,61,63,63,63,61,61,61,61,59,55,55,55,59,47,49,49,49,47,47,51,51,51,47,47,69,72,59,62,59,52,43,34,56,58,58,56,66,34,70,59,56,90,58,74,24,65,59,62,70,31,40,24,€906K,Right,HighMedium,ST,1
216078,24,67,71,€1M,€2K,6'2,165lbs,68,68,68,60,64,64,64,60,62,62,62,58,57,57,57,58,44,46,46,46,44,43,44,44,44,43,25,67,76,60,68,55,43,25,49,68,61,65,63,61,62,70,76,61,74,66,49,25,65,50,49,60,18,21,24,€1.6M,Right,HighLow,LS,1
224014,25,67,71,€975K,€3K,5'8,132lbs,62,62,62,67,66,66,66,67,68,68,68,68,65,65,65,68,60,58,58,58,60,58,50,50,50,58,58,53,53,71,53,68,60,49,67,70,80,76,76,55,84,68,59,69,33,58,48,44,59,68,60,63,52,42,44,€1.4M,Right,MediumMedium,CAM,1
167694,30,67,67,€550K,€13K,6'2,185lbs,60,60,60,58,59,59,59,58,59,59,59,60,62,62,62,60,66,68,68,68,66,67,71,71,71,67,61,44,72,64,29,55,22,25,57,64,55,57,41,62,47,63,73,64,76,48,73,68,60,57,38,69,69,71,71,€1.1M,Right,MediumHigh,RB,1
233486,21,67,79,€1.2M,€6K,6'2,176lbs,43,43,43,39,41,41,41,39,43,43,43,43,49,49,49,43,56,62,62,62,56,60,67,67,67,60,25,19,69,64,25,22,29,25,52,56,54,52,42,56,53,40,72,54,73,22,63,62,21,31,34,52,63,71,67,€2.8M,Right,MediumMedium,CB,1
187150,28,67,67,€775K,€4K,6'1,170lbs,66,66,66,69,68,68,68,69,68,68,68,68,63,63,63,68,55,53,53,53,55,51,46,46,46,51,66,64,47,65,56,64,58,53,55,69,75,69,79,67,64,63,61,66,64,68,62,44,67,64,70,59,25,27,23,€1.5M,Right,HighMedium,LM,1
197391,29,67,67,€575K,€2K,5'11,161lbs,66,66,66,66,65,65,65,66,65,65,65,67,65,65,65,67,68,66,66,66,68,68,66,66,66,68,65,56,66,65,59,62,64,66,59,64,71,80,74,62,71,71,73,84,70,58,62,63,64,63,58,66,59,64,63,€719K,Right,MediumMedium,RB,1
201999,25,67,71,€825K,€14K,5'11,174lbs,55,55,55,59,57,57,57,59,59,59,59,61,61,61,61,61,67,68,68,68,67,68,72,72,72,68,60,40,68,65,30,62,35,26,62,65,68,65,67,63,70,33,69,64,74,31,88,66,47,50,45,68,66,74,70,€1.5M,Right,LowMedium,RB,1
223759,24,67,73,€1M,€4K,5'11,163lbs,64,64,64,69,68,68,68,69,69,69,69,69,68,68,68,69,63,62,62,62,63,61,56,56,56,61,64,64,48,73,52,71,61,60,70,73,66,65,74,64,72,63,65,60,54,60,44,57,59,65,63,70,52,48,51,€1.5M,Right,MediumMedium,CM,1
245263,23,67,70,€975K,€2K,5'10,141lbs,68,68,68,67,70,70,70,67,69,69,69,67,64,64,64,67,47,45,45,45,47,43,34,34,34,43,34,70,54,69,49,72,41,37,62,71,67,71,56,68,68,65,38,68,46,64,21,19,71,61,68,59,13,14,18,€2.1M,Right,HighMedium,ST,1
183823,34,67,67,€230K,€3K,6'1,176lbs,45,45,45,37,40,40,40,37,40,40,40,40,47,47,47,40,52,60,60,60,52,55,68,68,68,55,31,20,72,56,16,34,38,34,50,42,34,30,32,52,51,75,78,54,85,23,88,62,25,36,32,56,63,64,66,€357K,Right,LowMedium,CB,1
186127,29,67,67,€750K,€6K,6'0,168lbs,68,68,68,62,65,65,65,62,63,63,63,61,59,59,59,61,51,53,53,53,51,50,53,53,53,50,45,66,66,56,64,55,53,65,45,63,61,64,66,67,64,76,74,55,77,61,81,41,71,65,64,66,33,37,35,,Right,HighMedium,ST,1
204816,23,67,73,€900K,€3K,6'5,172lbs,47,47,47,44,45,45,45,44,47,47,47,47,54,54,54,47,58,64,64,64,58,60,68,68,68,60,40,22,77,60,29,40,29,30,56,60,39,34,59,64,35,47,77,60,76,30,57,70,26,37,65,54,66,65,62,€1.5M,Right,LowMedium,CB,1
231184,21,67,78,€1.3M,€6K,6'2,170lbs,68,68,68,68,68,68,68,68,68,68,68,67,61,61,61,67,48,46,46,46,48,45,40,40,40,45,57,72,67,68,54,67,59,38,62,68,70,67,71,61,55,67,68,54,56,60,31,20,65,64,71,53,26,17,20,€3.1M,Right,HighMedium,ST,1
235280,25,67,70,€800K,€3K,6'4,185lbs,50,50,50,47,47,47,47,47,47,47,47,48,50,50,50,48,59,60,60,60,59,61,67,67,67,61,29,28,69,51,38,44,36,32,41,48,68,65,58,61,54,53,70,71,79,38,76,64,34,35,58,52,63,66,63,€1.3M,Right,LowHigh,CB,1
236304,22,67,75,€975K,€3K,6'0,179lbs,47,47,47,43,45,45,45,43,45,45,45,45,48,48,48,45,58,59,59,59,58,62,67,67,67,62,28,23,65,60,34,31,37,35,28,53,59,62,35,58,58,49,77,53,69,25,55,62,31,38,48,52,64,73,74,,Right,MediumMedium,CB,1
209937,28,67,67,€600K,€3K,5'10,163lbs,64,64,64,68,65,65,65,68,65,65,65,67,63,63,63,67,68,64,64,64,68,68,63,63,63,68,69,62,58,68,43,69,70,52,56,70,73,80,77,62,79,49,58,71,62,58,59,60,61,42,58,62,54,64,67,€960K,Right,HighMedium,RB,1
221713,26,67,68,€725K,€3K,5'10,165lbs,62,62,62,64,62,62,62,64,63,63,63,65,63,63,63,65,67,65,65,65,67,67,66,66,66,67,65,52,55,61,57,63,69,55,59,61,79,77,68,62,69,61,73,79,69,51,74,61,57,60,53,57,65,64,63,€1.1M,Left,MediumHigh,LB,1
232209,27,67,67,€825K,€4K,6'0,168lbs,68,68,68,69,70,70,70,69,69,69,69,68,64,64,64,68,50,49,49,49,50,47,42,42,42,47,53,70,62,64,51,74,61,34,62,72,65,65,77,69,76,62,74,71,60,60,44,17,67,66,66,64,38,17,18,€1.2M,Right,MediumMedium,ST,1
236817,22,67,79,€1.2M,€8K,5'11,176lbs,59,59,59,61,61,61,61,61,62,62,62,63,64,64,64,63,67,67,67,67,67,67,67,67,67,67,56,43,58,69,39,63,51,40,61,67,72,73,59,62,69,61,69,72,73,60,66,68,40,57,56,59,61,66,60,,Right,MediumMedium,CDM,1
172561,30,67,67,€550K,€4K,5'10,174lbs,63,63,63,64,63,63,63,64,63,63,63,65,65,65,65,65,68,68,68,68,68,68,68,68,68,68,65,48,60,65,58,62,68,65,63,65,69,70,70,68,74,72,64,74,73,58,78,66,58,55,30,70,65,65,64,€688K,Left,MediumMedium,LB,1
238609,24,67,71,€1M,€6K,5'11,170lbs,67,67,67,62,65,65,65,62,63,63,63,61,56,56,56,61,45,44,44,44,45,43,42,42,42,43,39,65,73,60,71,67,39,35,38,67,63,56,59,59,67,72,69,63,69,62,58,23,63,58,59,65,17,17,26,€2.1M,Right,MediumLow,ST,1
156434,36,67,67,€100K,€6K,6'3,198lbs,51,51,51,44,47,47,47,44,47,47,47,45,52,52,52,45,53,61,61,61,53,55,68,68,68,55,34,37,68,60,29,37,44,30,50,44,35,31,30,60,31,61,60,38,90,46,78,65,43,48,52,63,64,66,61,,Right,LowHigh,LCB,2
201491,29,67,67,€575K,€5K,5'11,168lbs,60,60,60,62,60,60,60,62,60,60,60,62,62,62,62,62,67,65,65,65,67,67,65,65,65,67,67,52,59,63,37,57,62,53,61,64,70,67,72,57,65,62,73,79,62,65,61,63,53,45,45,50,65,66,65,€1.1M,Left,MediumMedium,LWB,1
202771,25,67,68,€900K,€11K,6'1,174lbs,64,64,64,67,65,65,65,67,66,66,66,68,65,65,65,68,67,63,63,63,67,66,61,61,61,66,70,59,62,63,64,67,67,68,65,64,76,77,67,64,59,60,50,77,64,63,43,54,56,65,63,62,58,62,63,€1.7M,Left,MediumMedium,LM,1
203795,29,67,67,€600K,€2K,6'1,190lbs,46,46,46,46,45,45,45,46,47,47,47,49,51,51,51,49,59,61,61,61,59,61,68,68,68,61,39,24,67,55,23,43,33,40,45,51,59,55,53,64,48,40,80,68,85,24,66,53,25,43,32,49,71,68,67,€810K,Right,LowHigh,LCB,1
211732,26,67,68,€900K,€3K,6'2,185lbs,67,67,67,65,65,65,65,65,62,62,62,64,55,55,55,64,49,43,43,43,49,46,39,39,39,46,54,62,59,61,70,64,61,32,40,62,72,85,63,64,59,69,53,75,76,57,30,20,67,47,63,68,18,16,17,€1.4M,Right,HighMedium,LS,1
234004,34,67,67,€230K,€6K,6'2,183lbs,58,58,58,56,58,58,58,56,59,59,59,58,63,63,63,58,62,67,67,67,62,62,68,68,68,62,43,43,66,67,44,61,55,47,65,63,48,57,52,60,48,61,40,68,83,53,78,63,44,59,51,57,70,65,57,€437K,Left,MediumMedium,CDM,1
244756,26,67,70,€975K,€6K,6'2,172lbs,68,68,68,64,67,67,67,64,64,64,64,63,57,57,57,63,45,42,42,42,45,43,38,38,38,43,49,68,60,59,45,60,42,28,41,67,63,68,53,62,52,69,61,64,76,66,29,16,73,61,70,72,12,18,19,€1.5M,Right,HighMedium,ST,1
204821,25,67,68,€900K,€5K,6'2,170lbs,66,66,66,68,67,67,67,68,67,67,67,68,64,64,64,68,58,57,57,57,58,56,53,53,53,56,61,60,57,65,62,68,61,57,62,68,74,75,69,61,65,62,57,65,71,61,60,44,66,65,44,62,42,40,38,€1.2M,Right,MediumMedium,LM,1
221461,29,67,67,€750K,€1K,5'7,154lbs,62,62,62,67,66,66,66,67,68,68,68,67,64,64,64,67,55,53,53,53,55,51,46,46,46,51,70,58,41,71,57,67,67,68,67,67,65,66,70,59,82,67,59,52,58,64,49,35,62,69,57,70,38,32,34,€1M,Right,MediumLow,CAM,1
224021,21,67,79,€1.4M,€22K,5'10,181lbs,65,65,65,69,67,67,67,69,67,67,67,68,61,61,61,68,53,50,50,50,53,51,43,43,43,51,62,64,44,64,44,72,52,50,58,68,78,79,70,64,66,56,32,55,63,56,44,28,67,57,66,58,26,33,32,,Left,MediumLow,RW,1
232469,28,67,67,€800K,€3K,6'1,174lbs,67,67,67,66,66,66,66,66,66,66,66,66,62,62,62,66,53,51,51,51,53,51,48,48,48,51,64,65,68,63,61,69,53,50,58,70,62,63,71,60,50,67,63,68,81,64,40,29,61,62,56,60,34,27,32,€1M,Left,HighLow,ST,1
243989,26,67,68,€875K,€3K,6'0,187lbs,60,60,60,60,62,62,62,60,64,64,64,63,68,68,68,63,65,69,69,69,65,65,68,68,68,65,45,34,61,68,40,64,49,47,66,68,57,56,44,61,50,67,61,81,71,64,80,66,66,64,53,58,62,67,67,€1.4M,Right,HighHigh,RDM,1
181013,34,67,67,€375K,€2K,5'9,174lbs,56,56,56,63,61,61,61,63,65,65,65,64,68,68,68,64,63,67,67,67,63,60,60,60,60,60,65,43,34,70,49,67,76,74,72,71,59,44,68,67,85,57,64,65,66,61,75,60,45,71,60,72,61,58,47,€469K,Right,MediumMedium,LCM,1
187157,26,67,67,€825K,€5K,6'1,172lbs,67,67,67,61,64,64,64,61,60,60,60,59,52,52,52,59,46,43,43,43,46,45,43,43,43,45,31,70,65,53,61,58,58,33,22,65,69,72,74,64,85,68,79,73,65,55,57,34,68,43,65,63,24,14,18,€1.4M,Right,HighMedium,RS,1
187925,27,67,67,€800K,€6K,5'11,148lbs,65,65,65,68,67,67,67,68,67,67,67,68,63,63,63,68,57,54,54,54,57,54,48,48,48,54,66,62,52,65,58,68,70,67,58,65,74,79,72,65,72,68,62,64,56,60,44,47,65,64,65,60,41,33,25,€1.2M,Left,MediumMedium,RW,1
205334,25,67,71,€1M,€3K,5'8,154lbs,68,68,68,68,66,66,66,68,63,63,63,66,54,54,54,66,48,41,41,41,48,45,37,37,37,45,63,64,59,56,63,69,59,43,49,65,90,91,80,62,81,66,64,57,64,62,46,14,68,37,54,64,14,16,15,€1.8M,Right,MediumMedium,ST,1
205846,26,67,70,€775K,€2K,5'9,159lbs,52,52,52,60,57,57,57,60,58,58,58,62,60,60,60,62,68,65,65,65,68,68,66,66,66,68,61,34,48,57,29,62,38,54,49,67,69,73,72,68,73,34,71,78,59,34,71,68,49,50,42,59,66,67,64,€1.7M,Right,MediumMedium,RB,1
200983,27,67,67,€775K,€2K,5'10,150lbs,61,61,61,64,64,64,64,64,66,66,66,66,68,68,68,66,67,68,68,68,67,66,65,65,65,66,61,45,55,70,46,61,53,51,69,64,66,66,73,66,69,66,66,80,65,61,72,62,61,69,47,67,60,63,63,€1.2M,Right,MediumMedium,CM,1
202263,29,67,67,€600K,€2K,6'0,168lbs,60,60,60,59,59,59,59,59,60,60,60,61,63,63,63,61,65,67,67,67,65,65,67,67,67,65,59,49,57,66,55,56,60,48,64,62,62,57,76,64,72,74,85,79,82,56,75,66,43,56,56,67,66,61,59,€750K,Right,LowHigh,RCB,1
